sample_id,mgs_level,z0,z1,z2,z3,z4,z5,z6,z7,z8,z9,z10,z11,z12,z13,z14,z15
2,MGS1,1.0132589,-0.6050238,-1.1367402,0.19113156,0.0148184,-0.5500336,-0.4124735,1.2910055,1.6578541,1.8941457,1.123612,0.43230924,-0.4217976,0.82582915,-1.0634494,0.993937
4,MGS1,1.9164774,-0.03258763,-2.077558,-0.13806897,0.28477883,-0.7831559,0.7284064,0.405131,0.3303544,1.0317842,0.72012806,0.9090822,0.71659935,-0.015634678,-1.1307161,-1.2243731
6,MGS1,0.01051417,-1.0550326,-1.8252449,1.561677,0.82070744,-0.27402943,0.3188519,1.3502811,-1.296826,1.0078738,0.5937528,-0.07780272,-0.7014035,-1.569252,-0.5536345,-1.171724
9,MGS1,-0.25625443,0.9363128,-0.25516027,0.17083532,-0.1187221,-1.2467496,-1.0119148,1.2315403,0.44283712,0.083560064,-0.85651577,1.2292746,0.60613537,-0.6235473,0.43590897,-1.3502446
17,MGS1,-0.15984301,-0.20528655,0.37218785,0.18017064,0.20815104,-0.50148773,-0.6987095,-1.7541529,1.4819117,0.3535207,0.31581238,1.5873182,-0.3857829,0.14189589,1.0712988,0.83048713
18,MGS1,-0.18729162,0.04686591,0.5207867,1.4235451,0.38392395,-1.1644955,-1.5302329,0.2712474,-0.47751915,1.0129055,0.46289057,-1.180344,0.2398481,-0.1255128,2.2394595,-0.2923817
32,MGS1,-0.7757548,-1.1274803,-0.5058351,-0.26438686,-0.37402168,-2.2951846,-0.007458553,-1.1958668,-0.9758676,-1.1352637,0.7189843,-0.30471903,-0.56031716,-0.7136866,0.55818725,-0.59875065
35,MGS1,-1.45258,-0.45140338,-1.3696802,-0.69503903,0.4117582,0.45583895,0.6192862,-1.8263175,0.6710214,0.47025278,-0.93096006,0.37283063,-0.51077837,0.7444247,-0.68981576,-0.6090323
41,MGS1,0.3190929,-0.5688975,-0.2649785,-1.0858123,-0.6979912,2.0211415,0.8184763,1.1573651,0.7109235,0.7598418,-0.2211326,-1.0245596,-1.0884633,0.21224988,0.79286075,-0.6257966
42,MGS1,-1.4378263,-1.4569677,0.5613235,-0.5017144,-1.1640682,-0.6150438,0.4805779,0.123758875,-0.020518437,-0.37990323,0.3253962,-1.278038,0.1248436,-0.7153214,-2.5782714,1.0352762
43,MGS1,0.46576464,0.19532225,0.5023217,-0.53518605,0.96006715,0.45209056,0.29742306,-0.086628854,0.28008986,0.87327635,-1.0434216,-0.9268545,-1.3073411,-0.1801154,-1.8334476,-0.2041557
81,MGS1,-0.08212645,-0.7622648,-0.20823932,0.001814136,1.4155002,0.12778163,0.53199774,-1.2657895,-0.16135824,-0.8882022,0.2112868,0.78984386,0.4898422,-1.6068686,-0.28751343,1.1707561
89,MGS1,-1.1880664,-2.124513,-0.6295681,-0.57928187,0.82418287,0.005909562,0.5494673,-1.4414556,-0.18702191,0.3177177,-0.47491503,-0.42409307,1.0069563,-1.9544338,-0.046260893,0.7448784
99,MGS1,-0.5987419,-0.41147032,-1.7411969,-1.5362751,0.8911092,-1.6326437,-0.69251174,-0.69873154,0.24235657,-0.120332286,1.5114837,2.3933613,0.33908314,-0.7133436,-0.5003836,0.5406643
109,MGS1,-0.99923915,0.32057774,-0.6430817,0.56321305,0.24702455,-0.24020767,-0.537279,1.3691056,-0.6593211,1.4869709,-1.3050945,1.413828,1.0403485,-0.17381155,-0.07220757,-2.0129662
115,MGS1,-0.76915336,-1.2105925,0.41943467,-0.7182411,0.61285436,-0.044148117,-0.030565137,0.40635666,-0.63936967,-0.2916074,-1.2849283,1.6337416,-0.7263794,0.55676633,0.75346494,0.36079192
117,MGS1,0.50310385,-0.57138586,0.28908718,0.037535578,-1.4424376,-0.25471994,-0.35938635,-0.43455863,-0.15973736,-1.4807086,0.7073905,0.96304655,-0.07709581,-0.35366383,-0.9987386,0.5998651
119,MGS1,0.79721063,0.64751405,-0.5627273,0.111943714,-0.41139197,-0.9247085,-1.4426565,0.5187898,-0.001184642,0.78607714,-1.0372787,0.27824062,0.41683182,-0.79885733,-0.14903367,-1.275918
120,MGS1,-0.062486947,1.0083303,0.6496461,0.8906313,0.18502413,0.62301695,0.8405585,-1.5716379,0.52287316,0.44604868,-1.8972633,0.92700315,0.419329,0.28932795,-0.36963326,-0.1351529
126,MGS1,-0.072997905,-1.1157203,0.93705857,-0.9842621,0.41533223,-0.65248716,1.0116389,-0.5324857,-1.437176,-0.15531573,-1.0946194,-0.88121516,1.2014908,1.5322282,0.46697336,-0.5795952
137,MGS1,0.23193082,0.27998602,2.294086,0.5293288,-0.5430795,1.9853671,-1.3373213,-0.1320716,-0.85909665,0.45461124,-0.07886791,0.3883165,-0.38522595,-0.7384174,0.3769045,0.41658285
